Date,Description,Amount
09/07/2024,AplPay PUBLIX       WEST PALM BEACH     FL,10.29
09/03/2024,AplPay FOODTOWN OF NWEST PALM BEACH     FL,23.29
08/31/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,8.29
08/30/2024,AplPay ARAMARK FP ANJUNO BEACH          FL,12.18
08/29/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,73.82
08/22/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,5.99
08/22/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,19.71
08/22/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,37.60
08/22/2024,ONLINE PAYMENT - THANK YOU,-40.00
08/20/2024,AplPay TROPICAL FARMWEST PALM BEA       FL,9.14
08/17/2024,AplPay FOODTOWN OF NWEST PALM BEACH     FL,20.62
08/17/2024,AplPay PUBLIX       WEST PALM BEACH     FL,15.20
08/16/2024,AIRBNB * HMNRPYJRBZ SAN FRANCISCO       CA,1426.59
08/15/2024,MOBILE PAYMENT - THANK YOU,-500.00
08/13/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,5.34
08/12/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,33.21
08/10/2024,AplPay CHINA GARDEN PALM BEACH GA       FL,29.02
08/09/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,8.02
08/09/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,19.96
08/09/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,24.18
08/09/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,94.27
08/09/2024,WAL-MART SUPERCENTERLAKE PARK           FL,19.24
08/07/2024,AplPay OFFICE DEPOT PALM BEACH GA       FL,10.00
08/05/2024,MOBILE PAYMENT - THANK YOU,-40.00
08/01/2024,AplPay PUBLIX       WEST PALM BEACH     FL,10.29
08/01/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,10.54
08/01/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,14.96
07/31/2024,AplPay DOLLAR TREE 0LAKE PARK           FL,8.03
07/31/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,56.00
07/30/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,34.43
07/29/2024,AplPay DOLLARTREE 00NORTH PALM BE       FL,10.70
07/25/2024,AplPay CALIFORNIAPIZPALM BEACH GARDENS  FL,11.76
07/25/2024,AplPay PUBLIX       WEST PALM BEACH     FL,30.00
07/22/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,-1.70
07/21/2024,WAL-MART SUPERCENTERLAKE PARK           FL,2.41
07/20/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,-1.00
07/19/2024,AplPay BT*TEMU.COM  BOSTON              MA,-13.23
07/19/2024,AplPay BT*TEMU.COM  BOSTON              MA,-8.01
07/19/2024,AplPay BT*TEMU.COM  BOSTON              MA,-2.97
07/19/2024,AplPay PUBLIX       WEST PALM BEACH     FL,7.65
07/18/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,59.00
07/16/2024,AplPay LITTLE CAESARBOYNTON BEACH       FL,3.73
07/15/2024,SAM'S CLUB 8157     W. PALM BEACH       FL,-6.22
07/09/2024,MOBILE PAYMENT - THANK YOU,-300.00
07/07/2024,AplPay FOODTOWN OF NWEST PALM BEACH     FL,19.47
07/05/2024,AMAZON MARKEPLACE NA PA,8.63
07/05/2024,SAMSCLUB.COM#6279 62TEMPLE              TX,1.70
07/05/2024,SP NATUREMILLS US   SAN RAMON           CA,28.99
07/04/2024,AplPay TROPICAL FARMWEST PALM BEA       FL,7.02
07/04/2024,UNITED PARKING SYSTEWEST PALM BEA       FL,20.50
07/03/2024,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-41.40
07/02/2024,DOWNTOWN 16 00000012PALM BEACH GA       FL,34.95
07/01/2024,INDIA BAZAAR        WEST PALM BEA       FL,23.93
06/29/2024,AplPay TST* INDIA GRROYAL PALM BEAC     FL,41.27
06/29/2024,SAM'S CLUB 8157     W. PALM BEACH       FL,34.92
06/29/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,4.28
06/28/2024,AplPay BT*TEMU.COM  BOSTON              MA,28.27
06/28/2024,SAMSCLUB.COM#6279 62TEMPLE              TX,6.22
06/28/2024,SAMSCLUB.COM#6279 62TEMPLE              TX,12.23
06/27/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,1.99
06/27/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,20.12
06/26/2024,AMAZON MARKEPLACE NA PA,12.83
06/26/2024,AMAZON MARKEPLACE NA PA,41.40
06/25/2024,AplPay DOMINO'S 5062NORTH PALM BE       FL,9.08
06/24/2024,WAL-MART SUPERCENTERLAKE PARK           FL,5.74
06/22/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,10.29
06/22/2024,AplPay TROPICAL FARMWEST PALM BEA       FL,2.07
06/20/2024,AplPay CHEVRON 03062NORTH PALM BEACH    FL,34.34
06/20/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,13.76
06/20/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,73.02
06/18/2024,AplPay 8922 GREAT CLPALM BEACH GA       FL,10.99
