Date,Description,Amount
06/06/2024,WAL-MART SUPERCENTERPALM SPRINGS        FL,17.77
06/04/2024,NCOURT-DP           KENNESAW            GA,137.55
06/02/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,38.39
05/31/2024,AMAZON MARKEPLACE NA PA,3.84
05/31/2024,AplPay PUBLIX       WEST PALM BEACH     FL,9.97
05/28/2024,AplPay PUBLIX       WEST PALM BEACH     FL,4.65
05/27/2024,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-27.81
05/27/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,-16.03
05/27/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,17.38
05/27/2024,SUNPASS OPERATIONS  BOCA RATON          FL,10.00
05/27/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,-16.03
05/26/2024,SAM'S CLUB 4785 4785SANFORD             FL,26.86
05/25/2024,SUNPASS OPERATIONS  BOCA RATON          FL,10.00
05/25/2024,SUNPASS OPERATIONS  BOCA RATON          FL,10.00
05/24/2024,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-12.83
05/23/2024,WAL-MART SUPERCENTERLAKE PARK           FL,68.60
05/20/2024,AMAZON MARKEPLACE NA PA,27.81
05/20/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,-6.87
05/20/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,-5.81
05/20/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,55.60
05/20/2024,YOUR CASH REWARD/REFUND IS,-25.00
05/19/2024,WAL-MART SUPERCENTERLAKE PARK           FL,27.78
05/18/2024,PUBLIX              WEST PALM BEACH     FL,7.92
05/17/2024,MOBILE PAYMENT - THANK YOU,-300.00
05/16/2024,SAMSCLUB.COM#6279 62TEMPLE              TX,7.62
05/15/2024,WAL-MART SUPERCENTERLAKE PARK           FL,13.92
05/14/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,-7.29
05/14/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,40.48
05/12/2024,AplPay DOLLARTREE 00RIVIERA BEACH       FL,2.41
05/12/2024,AplPay PUBLIX       WEST PALM BEACH     FL,7.38
05/11/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,52.10
05/11/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,0.98
05/11/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,9.91
05/10/2024,AplPay ARAMARK FP ANJUNO BEACH          FL,6.09
05/10/2024,SAMSCLUB.COM#6279 62TEMPLE              TX,15.59
05/09/2024,WAL-MART SUPERCENTERLAKE PARK           FL,-7.49
05/09/2024,WAL-MART SUPERCENTERLAKE PARK           FL,-1.42
05/09/2024,WAL-MART SUPERCENTERLAKE PARK           FL,5.24
05/09/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,-9.07
05/09/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,31.82
05/08/2024,AplPay BT*TEMU.COM  BOSTON              MA,42.86
05/06/2024,WAL-MART SUPERCENTERLAKE PARK           FL,9.00
05/03/2024,AplPay ARAMARK FP ANJUNO BEACH          FL,6.09
05/02/2024,WAL-MART SUPERCENTERLAKE PARK           FL,18.88
05/01/2024,WAL-MART SUPERCENTERLAKE PARK           FL,6.14
05/01/2024,WAL-MART SUPERCENTERLAKE PARK           FL,8.15
04/29/2024,AMAZON MARKEPLACE NA PA,12.83
04/27/2024,AMAZON MARKEPLACE NA PA,84.72
04/27/2024,AplPay PUBLIX       WEST PALM BEACH     FL,1.81
04/27/2024,AplPay PUBLIX       WEST PALM BEACH     FL,7.35
04/23/2024,AplPay FOODTOWN OF NWEST PALM BEACH     FL,26.40
04/23/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,27.72
04/22/2024,AplPay BT*TEMU.COM  BOSTON              MA,-12.33
04/22/2024,AplPay BT*TEMU.COM  BOSTON              MA,-4.98
04/21/2024,SAMSCLUB.COM#6279 62TEMPLE              TX,7.29
04/20/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,0.95
04/20/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,20.70
04/19/2024,AMAZON.COM          AMZN.COM/BILL       WA,14.21
04/19/2024,AplPay PUBLIX       WEST PALM BEACH     FL,9.66
04/19/2024,WAL-MART SUPERCENTERLAKE PARK           FL,43.43
04/18/2024,AMAZON.COM          AMZN.COM/BILL       WA,3.67
04/18/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,24.74
04/18/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,79.00
04/16/2024,AplPay TROPICAL FARMWEST PALM BEA       FL,11.32
04/16/2024,MOBILE PAYMENT - THANK YOU,-441.37
04/16/2024,ONLINE PAYMENT - THANK YOU,-500.00
04/16/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,22.66
04/15/2024,AMAZON MARKEPLACE NA PA,8.55
04/15/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,21.28
04/13/2024,AMAZON MARKEPLACE NA PA,2.56
04/13/2024,AMAZON MARKEPLACE NA PA,10.69
04/13/2024,WAL-MART SUPERCENTERLAKE PARK           FL,7.00
04/12/2024,AMAZON MARKEPLACE NA PA,9.62
04/11/2024,BT*TEMU.COM         BOSTON              MA,-10.84
04/11/2024,BT*TEMU.COM         BOSTON              MA,-8.17
04/11/2024,BT*TEMU.COM         BOSTON              MA,-6.51
04/10/2024,WAL-MART SUPERCENTERLAKE PARK           FL,20.41
04/09/2024,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-53.04
04/09/2024,AMAZON MARKEPLACE NA PA,8.03
04/09/2024,AplPay BT*TEMU.COM  BOSTON              MA,33.08
04/09/2024,AplPay PUBLIX #1618 PALM BEACH GA       FL,10.41
04/08/2024,AMAZON MARKEPLACE NA PA,8.01
04/08/2024,AMAZON MARKEPLACE NA PA,13.90
04/08/2024,AplPay ALDI 77013 00LAKE PARK           FL,3.29
04/07/2024,AplPay BT*TEMU.COM  BOSTON              MA,38.23
04/07/2024,AplPay BT*TEMU.COM  BOSTON              MA,70.53
04/07/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,2.33
04/07/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,5.63
04/07/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,6.33
04/05/2024,AplPay PUBLIX       WEST PALM BEACH     FL,10.78
04/03/2024,AMAZON MARKEPLACE NA PA,8.01
04/03/2024,AplPay PUBLIX       WEST PALM BEACH     FL,5.26
04/03/2024,WAL-MART SUPERCENTERJUPITER             FL,47.80
04/02/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,10.14
04/02/2024,AplPay WHOLEFDS PGA WEST PALM BEA       FL,1.89
04/02/2024,YOUR CASH REWARD/REFUND IS,-40.00
04/01/2024,AMAZON.COM          AMZN.COM/BILL       WA,20.53
03/31/2024,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-12.84
03/31/2024,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-10.69
03/31/2024,AplPay CHEVRON 03062NORTH PALM BEACH    FL,36.89
03/31/2024,BT*TEMU.COM         BOSTON              MA,25.52
03/30/2024,AMAZON MARKEPLACE NA PA,24.60
03/29/2024,WAL-MART SUPERCENTERLAKE PARK           FL,34.11
03/28/2024,AMAZON MARKEPLACE NA PA,10.69
03/28/2024,AMAZON MARKEPLACE NA PA,12.84
03/28/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,43.49
03/27/2024,WAL-MART SUPERCENTERLAKE PARK           FL,12.65
03/24/2024,MOBILE PAYMENT - THANK YOU,-400.00
03/24/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,-26.67
03/24/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,45.98
03/23/2024,AplPay ALDI 77013 00LAKE PARK           FL,1.90
03/23/2024,WAL-MART SUPERCENTERLAKE PARK           FL,-6.42
03/23/2024,WAL-MART SUPERCENTERLAKE PARK           FL,5.88
03/20/2024,AMAZON MARKEPLACE NA PA,17.64
03/20/2024,AMAZON.COM          AMZN.COM/BILL       WA,9.13
03/20/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,-14.57
03/20/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,47.37
03/20/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,5.24
03/19/2024,AplPay PUBLIX       WEST PALM BEACH     FL,12.78
03/17/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,16.54
03/16/2024,AplPay INDIA BAZAAR WEST PALM BEA       FL,23.38
03/16/2024,AplPay INDIA BAZAAR WEST PALM BEA       FL,31.99
03/16/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,104.77
03/16/2024,ONLINE PAYMENT - THANK YOU,-300.00
03/15/2024,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-5.77
03/15/2024,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-3.20
03/15/2024,ONLINE PAYMENT - THANK YOU,-500.00
03/14/2024,AMAZON MARKEPLACE NA PA,53.04
03/13/2024,WAL-MART SUPERCENTERLAKE PARK           FL,13.88
03/12/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,-41.63
03/12/2024,SAM'S CLUB FUEL 8157WEST PALM BEACH     FL,10.02
03/12/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,4.92
03/11/2024,AplPay PUBLIX       WEST PALM BEACH     FL,8.99
03/11/2024,ONLINE PAYMENT - THANK YOU,-40.00
03/11/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,63.74
03/10/2024,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-31.30
03/10/2024,AplPay WHOLEFDS PGA WEST PALM BEA       FL,1.43
03/10/2024,TMOBILE WEB ORDER   800-672-5390        WA,84.00
03/09/2024,PARK ONE OF FLORDIA MIAMI               FL,18.00
03/09/2024,PARK ONE OF FLORDIA MIAMI               FL,18.00
03/06/2024,AplPay PUBLIX       WEST PALM BEACH     FL,7.08
03/06/2024,AplPay TROPICAL FARMWEST PALM BEA       FL,10.32
03/06/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,29.86
03/05/2024,AplPay CHIPOTLE 2916PLANTATION          FL,11.45
03/05/2024,SAMSCLUB.COM#6279 62TEMPLE              TX,14.25
03/04/2024,WAL-MART SUPERCENTERLAKE PARK           FL,-15.98
03/04/2024,WAL-MART SUPERCENTERLAKE PARK           FL,-10.70
03/04/2024,WAL-MART SUPERCENTERLAKE PARK           FL,18.00
03/03/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,-21.38
03/03/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,6.15
03/02/2024,AplPay PANDA EXPRESSPALM BEACH GA       FL,12.09
03/02/2024,WAL-MART SUPERCENTERLAKE PARK           FL,28.49
03/02/2024,WAL-MART SUPERCENTERLAKE PARK           FL,44.99
02/29/2024,SAMSCLUB.COM#6279 62TEMPLE              TX,45.97
02/28/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,19.10
02/28/2024,SAM'S CLUB FUEL 8157WEST PALM BEACH     FL,30.81
02/28/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,10.42
02/26/2024,AplPay CHICK-FIL-A #LAKE PARK           FL,14.74
02/25/2024,EXXONMOBIL 9973     WEST PALM BEA       FL,24.47
02/25/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,33.77
02/24/2024,AMAZON MARKEPLACE NA PA,40.27
02/24/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,9.25
02/22/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,31.55
02/20/2024,WAL-MART SUPERCENTERLAKE PARK           FL,15.50
02/19/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,33.56
02/17/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,10.29
02/17/2024,WAL-MART SUPERCENTERLAKE PARK           FL,9.33
02/16/2024,ONLINE PAYMENT - THANK YOU,-500.00
02/16/2024,SUNPASS OPERATIONS  BOCA RATON          FL,10.00
02/15/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,18.98
02/14/2024,AplPay DOLLAR GENERARIVIERA BEACH       FL,6.74
02/13/2024,AplPay DOLLAR TREE 0LAKE PARK           FL,2.41
02/13/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,13.31
02/13/2024,WAL-MART SUPERCENTERLAKE PARK           FL,1.04
02/11/2024,AplPay PUBLIX       JUPITER             FL,50.00
02/10/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,5.11
02/10/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,25.64
02/10/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,54.51
02/08/2024,SAMSCLUB.COM#6279 62TEMPLE              TX,7.62
02/07/2024,WAL-MART SUPERCENTERLAKE PARK           FL,12.84
02/07/2024,WAL-MART SUPERCENTERLAKE PARK           FL,13.51
02/07/2024,YOUR CASH REWARD/REFUND IS,-50.00
02/06/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,6.66
02/06/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,-10.81
02/06/2024,SAMSCLUB.COM#6279 62TEMPLE              TX,7.29
02/06/2024,SAMSCLUB.COM#6279 62TEMPLE              TX,16.10
02/06/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,38.71
02/05/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,12.13
02/05/2024,SAMSCLUB.COM#6279 62TEMPLE              TX,10.00
02/04/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,13.28
02/01/2024,ONLINE PAYMENT - THANK YOU,-500.00
01/31/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,35.45
01/31/2024,WAL-MART SUPERCENTERLAKE PARK           FL,11.09
01/26/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,10.29
01/23/2024,WAL-MART SUPERCENTERLAKE PARK           FL,45.00
01/21/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,12.71
01/21/2024,WAL-MART SUPERCENTERWEST PALM BEACH     FL,11.79
01/20/2024,AplPay TROPICAL FARMWEST PALM BEA       FL,9.97
01/20/2024,PUBLIX              PALM BEACH GARDENS  FL,12.26
01/20/2024,WAL-MART SUPERCENTERLAKE PARK           FL,3.98
01/16/2024,ONLINE PAYMENT - THANK YOU,-500.00
01/14/2024,WAL-MART SUPERCENTERLAKE PARK           FL,-3.68
01/14/2024,WAL-MART SUPERCENTERLAKE PARK           FL,8.80
01/13/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,64.18
01/12/2024,ONLINE PAYMENT - THANK YOU,-500.00
01/12/2024,YOUR CASH REWARD/REFUND IS,-71.00
01/11/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,9.87
01/11/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,38.96
01/10/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,2.61
01/09/2024,TEMU.COM            WILMINGTON          DE,-5.05
01/09/2024,TEMU.COM            WILMINGTON          DE,-4.36
01/08/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,12.64
01/06/2024,AplPay PUBLIX       PALM BEACH GARDENS  FL,6.13
01/06/2024,WAL-MART SUPERCENTERLAKE PARK           FL,-13.98
01/06/2024,WAL-MART SUPERCENTERLAKE PARK           FL,-5.35
01/06/2024,WAL-MART SUPERCENTERLAKE PARK           FL,20.36
01/05/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,18.79
01/04/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,1.49
01/04/2024,AplPay SPICE OF INDIWEST PALM BEA       FL,29.96
01/04/2024,GEICO AUTO          (800)841-3000       DC,-180.72
01/03/2024,SAM'S CLUB 8157 8157W. PALM BEACH       FL,25.40
01/01/2024,WAL-MART SUPERCENTERJUPITER             FL,54.57
