Date,Description,Amount
10/19/2023,WAL-MART SUPERCENTEA 3348 3348,25.23
10/20/2023,AplPay RESTAURANT DEPOT 417,29.55
10/21/2023,AplPay TARGET,14.96
8/24/2023,AplPay SPICE OF INDIA - WEST PAL 000000001,2.13
8/24/2023,AplPay SPICE OF INDIA - WEST PAL 000000001,11.43
8/24/2023,AplPay SPICE OF INDIA - WEST PAL 000000001,40.15
8/24/2023,AplPay SPICE OF INDIA - WEST PAL 000000001,1.49
8/24/2023,AplPay ARAMARK FP AND L JUNO ARAMARK FP AN,7.59
8/25/2023,SAM'S CLUB 8157 8157W. PALM BEACH       FL,13.5
8/25/2023,DOWNTOWN 16 000000120,40
8/25/2023,DOWNTOWN 16 000000120,16
8/26/2023,AplPay ZEERA INDIAN CUISINE,40.45
8/27/2023,AplPay PUBLIX,5.7
8/27/2023,AplPay PUBLIX,1.34
8/27/2023,AplPay WHOLEFDS PGA 10188 000010188,4.49
8/27/2023,AplPay PUBLIX,11.64
8/29/2023,AplPay DOLLARTREE 000008709,1.34
8/30/2023,AplPay TEMU.COM,34.1
8/31/2023,AplPay SPICE OF INDIA - WEST PAL 000000001,1.49
8/31/2023,AplPay SPICE OF INDIA - WEST PAL 000000001,51.15
9/1/2023,SAM'S CLUB 8157 8157W. PALM BEACH       FL,124.71
9/1/2023,TEMU.COM,16.72
9/1/2023,AplPay PUBLIX,8.21
9/2/2023,AplPay MCDONALD&apos;S F482 000000000040426,3.63
9/2/2023,AplPay CHICK-FIL-A #01526 000000000563654,21.39
9/2/2023,SUNPASS OPERATIONS,10
9/3/2023,SAM'S CLUB 8157 8157W. PALM BEACH       FL,50.45
9/3/2023,SAM'S CLUB 8157 8157W. PALM BEACH       FL,2.12
9/4/2023,WAL-MART SUPERCENTER 3348 3348,11.42
9/4/2023,TAJMAHAL INDIA CUISINE,49.16
9/4/2023,AplPay INDIA BAZAAR,7.62
9/4/2023,AplPay FOODTOWN OF NATIONAL MAR 0000000005,16
9/6/2023,AplPay PUBLIX,11.01
9/7/2023,MARATHON PETAO149260 00000149260,8.28
9/7/2023,AplPay JCPENNEY 2789 2789,45
9/8/2023,SAM'S CLUB 8157 8157W. PALM BEACH       FL,8.96
9/8/2023,SAM'S CLUB FUEL 8157WEST PALM BEACH     FL,35.72
9/9/2023,WAL-MART SUPERCENTER 2176 2176,67.94
9/9/2023,BEACHWAY & CO LLC,14.98
9/9/2023,AplPay PUBLIX,5.56
9/9/2023,AplPay PUBLIX,8.07
9/9/2023,AplPay WHOLEFDS PGA 10188 000010188,3.29
9/9/2023,"AplPay WELL-SEASONING MIX, LLC 0000",6.96
9/10/2023,AplPay BURLINGTON STORES 1049 1049,70.56
9/11/2023,SAM'S CLUB 8157 8157W. PALM BEACH       FL,21.38
9/11/2023,AplPay TARGET,19.94
9/12/2023,AplPay PUBLIX,9.65
9/14/2023,AplPay SPICE OF INDIA-WEST PAL 000000001,3.77
9/14/2023,AplPay SPICE OF INDIA- WEST PAL 000000001,17.64
9/15/2023,WALMART.COM 8009666546 09920,9.33
9/15/2023,WALMART.COM,11.63
9/16/2023,SAM'S CLUB FUEL 8157WEST PALM BEACH     FL,33.4
9/16/2023,AplPay PUBLIX,4.39
9/16/2023,WAL-MART SUPERCENTEA 3348 3348,7.78
9/16/2023,AplPay CVS PHARMACY,8.29
9/17/2023,WAL-MART SUPERCENTER 3348 3348,4
9/17/2023,AplPay CVS/PHARMACY #03269 000003269,22.53
9/18/2023,WAL-MART SUPERCENTER 3348 3348,19.17
9/18/2023,AplPay CVS PHARMACY,0.66
9/18/2023,ROYAL PALM PEDIATRICS CEN 000000001,108.18
9/19/2023,AplPay CVS PHARMACY,4.07
9/20/2023,AOYAL PALM PEDIATRICS CEN 000000001,102.86
9/20/2023,AplPay DOMINO&apos;S 3879 000003879,10.67
9/21/2023,AplPay ALDI 77013 000000000303492,11.69
5/1/2023,AMAZON MARKETPLACE NA PA,10.27
5/2/2023,CVS PHARMACY,8.29
5/2/2023,AplPay PUBLIX,20.55
5/3/2023,AplPay PUBLIX,3.95
5/3/2023,AMAZON MARKETPLACE NA PA,23.6
5/3/2023,LYFT.COM/CHAAGES 0000,8.1
5/4/2023,AplPay PUBLIX,2.5
5/4/2023,LYFT.COM/CHARGES 0000,18.43
5/4/2023,AplPay ARAMARK FP AND L COFFEE SHOP ARAMAR,5.82
5/5/2023,AplPay TRADEA JOE S #772 000000772,14.46
5/5/2023,AplPay PUBLIX,11.19
5/5/2023,PBC-PALM TRAN-ONLINE,10
5/5/2023,LYFT.COM/CHAAGES 0000,9
5/5/2023,AplPay CHICK-FIL-A #00374 000000000565974,10.33
5/6/2023,AplPay TARGET 019356 09100019356,13.03
5/7/2023,Amazon Prime,15.11
5/7/2023,AplPay PUBLIX,17.36
5/7/2023,AplPay TROPICAL FAAMERS MARKE,16.97
5/9/2023,AplPay PUBLIX,2.79
5/10/2023,LYFT.COM/CHARGES 0000,20.53
5/12/2023,LYFT.COM/CHAAGES 0000,16.2
5/13/2023,AplPay DOLLAR TREE 000002081,12.04
5/13/2023,AMAZON MARKETPLACE NA PA,5.55
5/13/2023,AMAZON MARKETPLACE NA PA,7.48
5/13/2023,AplPay 1699 GREAT CLIPS AT PLAZA 650000008,36
5/13/2023,AplPay CHICK-FIL-A #01827 000000000553562,21.82
5/14/2023,AplPay SPICE OF INDIA- WEST PAL 000000001,50.55
5/14/2023,LYFT.COM/CHARGES 0000,11.37
5/14/2023,WAL-MART SUPERCENTER 3348 3348,14.28
5/15/2023,AplPay PUBLIX,5.56
5/16/2023,LYFT.COM/CHAAGES 0000,5.31
5/16/2023,AplPay TARGET 01941409100019414,10.36
5/17/2023,AplPay PUBLIX,12.33
5/17/2023,LYFT *2 AIDES 05-16 0000,14.16
5/17/2023,MCDONALD&apos;S F28730 000000000627387,7.25
5/18/2023,EBAY O*22-10068-44536,11.67
5/19/2023,LYFT *2 AIDES 05-17 0000,13.33
5/20/2023,LYFT *2 AIDES 05-19 0000,14.83
5/21/2023,PBC-PALM TRAN-ONLINE,10
5/21/2023,AplPay PUBLIX,25.97
5/21/2023,LYFT *1 RIDE 05-20 0000,5.4
5/21/2023,WAL-MART SUPERCENTEA 3348 3348,39.57
5/22/2023,AplPay SPICE OF INDIA- WEST PAL 000000001,75.63
5/22/2023,LYFT *1 RIDE 05-21 0000,6.14
7/22/2023,AplPay INDIA BAZAAR,37.97
7/23/2023,AMAZON MARKETPLACE NA PA,25.15
7/23/2023,AplPay PUBLIX,17.47
7/25/2023,WAL-MART SUPERCENTER 3348 3348,61.69
7/25/2023,WAL-MART SUPERCENTER 3348 3348,14.88
7/27/2023,ED MORSE HONDA,2000
7/28/2023,GEICO AUTO,1477.49
7/29/2023,PUBLIX,12
7/29/2023,AMAZON MARKETPLACE NA PA,23.53
7/29/2023,TROPICAL FARMERS MARKE,12.63
7/30/2023,AplPay GLACIER WATER VENDING 6500000100120,0.5
7/30/2023,AplPay DOLLAR TREE 000002081,12.04
7/30/2023,AplPay WHOLEFDS PGA 10188 000010188,14.74
7/30/2023,WAL-MART SUPERCENTER 3348 3348,96.49
8/1/2023,WAL-MART SUPERCENTER 3348 3348,134.55
8/2/2023,AMAZON MARKETPLACE NA PA,25.15
8/2/2023,SAM'S CLUB 8157 8157W. PALM BEACH       FL,25
8/2/2023,AplPay PUBLIX,6.94
8/2/2023,AplPay TARGET,54.66
8/2/2023,SAM'S CLUB 8157 8157W. PALM BEACH       FL,26.25
8/3/2023,AplPay SPICE OF INDIA-WEST PAL 000000001,54.98
8/4/2023,PUBLIX,13.28
8/4/2023,AplPay DOLLARTREE 000008709,10.7
8/5/2023,SAM'S CLUB 8157 8157W. PALM BEACH       FL,16.98
8/5/2023,AplPay PUBLIX,4.52
8/5/2023,AplPay PUBLIX,8.04
8/5/2023,AplPay FIVE BELOW 927 000000927,5.72
8/6/2023,WHOLEFDS PGA 10188 000010188,1.98
8/6/2023,AplPay CVS/PHARMACY #03269 000003269,9.99
8/6/2023,AplPay WHOLEFDS PGA 10188 000010188,12.19
8/7/2023,WAL-MART SUPERCENTER 3348 3348,1.98
8/7/2023,AplPay 1699 GREAT CLIPS AT PLAZA 650000008,37
8/7/2023,WAL-MART SUPERCENTER 3348 3348,36.52
8/8/2023,AplPay PUBLIX,1241
8/9/2023,B2P*PALM BEACH COUNTY DMV 000000028,56.25
8/9/2023,AplPay FOODTOWN OF NATIONAL MAR 0000000005,5.63
8/9/2023,AMAZON MARKETPLACE NA PA,45.78
8/10/2023,AplPay TEMU.COM,15.37
8/11/2023,AplPay CINEMAAK THEATAES 10,851
8/12/2023,AplPay PUBLIX,14.74
8/12/2023,AplPay WHOLEFDS PGA 10188 000010188,9.21
8/12/2023,BEACHWAY & CO LLC,67.41
8/14/2023,AplPay ARAMARK FP AND LJUNO ARAMARK FP AN,5.82
8/15/2023,WAL-MART SUPERCENTER 3348 3348,3.02
8/15/2023,AplPay FOODTOWN OF NATIONAL MAR 0000000005,18.8
8/16/2023,SP TURBO TINT DELRAY,341.54
8/16/2023,AplPay BURLINGTON STORES 1049 1049,17.81
8/16/2023,AplPay TULIPAN BAKERY INC 00-08030334711,6.61
8/20/2023,AplPay MCDONALD&apos;S 23194,1.07
8/21/2023,AplPay TROPICAL FAAMERS MARKE,15.11
8/21/2023,AplPay PUBLIX,24.55
8/22/2023,SUNPASS OPERATIONS,10
8/22/2023,AplPay FOODTOWN OF NATIONAL MAR 0000000005,7.82
6/24/2023,FIVE BELOW 927 000000927,10.7
6/25/2023,WAL-MART SUPERCENTER 3348 3348,71.95
6/25/2023,CHARLEYS PHILLY STEAKS 22 650000012151,6.41
6/25/2023,AplPay PUBLIX,37.87
6/25/2023,BED BATH & BEYOND,46.48
6/26/2023,AplPay KFC E320080 0000,17.53
6/26/2023,LYFT *3 RIDES 06-25 0000,23.9
6/29/2023,LYFT *1 RIDE 06-28 0000,4.5
6/30/2023,AplPay GOLDEN SUB LLC,6.3
6/30/2023,TEMU.COM,16.98
7/1/2023,TEMU.COM,26.52
7/1/2023,AplPay SPICE OF INDIA - WEST PAL 000000001,63.26
7/1/2023,AplPay TEMU.COM,13.79
7/2/2023,DOWNTOWN 16 000000120,17.97
7/3/2023,AplPay PUBLIX,4.8
7/4/2023,AMAZON MARKETPLACE NA PA,25.67
7/4/2023,Amazon Prime,15.11
7/4/2023,AMAZON.COM,374.49
7/4/2023,COBB DOWNTOWN 16 RESTAURA 000000120,9.63
7/4/2023,LYFT *1 RIDE 07-03 0000,4.5
7/5/2023,PUBLIX,13.16
7/5/2023,LYFT *2 RIDES 07-04 0000,10.58
7/7/2023,DOLLAR TREE 000004401,8.03
7/7/2023,PUBLIX,4.99
7/9/2023,AplPay PUBLIX,7.99
7/11/2023,AMAZON MARKETPLACE NA PA,205.43
7/11/2023,AplPay PUBLIX,28.16
7/12/2023,LYFT,8.91
7/12/2023,AplPay PUBLIX,15.55
7/12/2023,LYFT *1 RIDE 07-11 0000,8.84
7/12/2023,TEMU.COM,82.3
7/13/2023,LYFT,8.77
7/13/2023,AMAZON MARKETPLACE NA PA,20.36
7/14/2023,AplPay TEMU.COM,6.62
7/15/2023,AplPay PUBLIX,8.77
7/17/2023,AMAZON MARKETPLACE NA PA,9.62
7/18/2023,AMAZON MARKETPLACE NA PA,12.83
7/18/2023,AplPay PUBLIX,10.45
7/19/2023,TEMU.COM,47.06
7/19/2023,AplPay PUBLIX,27.8
7/19/2023,AMAZON MARKETPLACE NA PA,17.11
7/20/2023,LYFT,9.85
7/20/2023,AplPay SPICE OF INDIA-WEST PAL 000000001,24.26
7/20/2023,AplPay SPICE OF INDIA-WEST PAL 000000001,3.33
7/20/2023,AplPay SPICE OF INDIA-WEST PAL 000000001,3.98
7/20/2023,AplPay SPICE OF INDIA- WEST PAL 000000001,19.99
7/22/2023,AplPay SPICE OF INDIA- WEST PAL 000000001,32.98
7/22/2023,AplPay SPICE OF INDIA-WEST PAL 000000001,49.97
7/22/2023,FOODTOWN OF NATIONAL MAR 0000000005636,25.79
7/22/2023,FOODTOWN OF NATIONAL MAR 0000000005636,30.78
5/23/2023,AplPay PUBLIX,8.03
5/26/2023,AplPay PUBLIX,24.11
5/26/2023,AplPay PUBLIX,4.49
5/27/2023,AplPay WHOLEFDS PGA 10188 000010188,7.85
5/28/2023,AMAZON MARKETPLACE NA PA,6.41
5/28/2023,AplPay PUBLIX,25
5/29/2023,AplPay PUBLIX,9.56
5/29/2023,AMAZON MARKETPLACE NA PA,11.76
5/30/2023,AplPay PUBLIX,8.82
5/31/2023,AplPay PUBLIX,30.78
6/2/2023,AplPay PUBLIX,9.36
6/2/2023,CVS/PHARMACY #03269 000003269,34.76
6/2/2023,AOYAL PALM PEDIATRICS CEN 000000001,97.54
6/2/2023,AplPay TARGET 01941409100019414,4.29
6/3/2023,LYFT *2 AIDES 06-02 0000,45.67
6/4/2023,AplPay PUBLIX,9.12
6/4/2023,AplPay PUBLIX,4.99
6/5/2023,AplPay SPICE OF INDIA- WEST PAL 000000001,60.16
6/5/2023,AplPay SPICE OF INDIA-WEST PAL 000000001,4.27
6/5/2023,AplPay INDIA BAZAAR,29.09
6/6/2023,AMAZON MARKETPLACE NA PA,21.39
6/6/2023,AMAZON MARKETPLACE NA PA,21.18
6/7/2023,AplPay PUBLIX,4.66
6/7/2023,PBC-PALM TRAN-ONLINE,20
6/9/2023,LYFT *1 RIDE 06-07 0000,4.5
6/9/2023,Amazon Prime,2.01
6/9/2023,LUTINA&apos;S PIZZA 000895922025068,7.28
6/10/2023,AplPay SPICE OF INDIA-WEST PAL 000000001,23.38
6/10/2023,AplPay SPICE OF INDIA- WEST PAL 000000001,10.85
6/10/2023,AplPay PUBLIX,33.35
6/10/2023,LYFT *1 AIDE 06-09 0000,20.48
6/11/2023,EBAY O*16-10157-60935,14.92
6/11/2023,AplPay PUBLIX,15.09
6/12/2023,AplPay BURLINGTON STORES 1049 1049,85.59
6/13/2023,PUBLIX,4.26
6/14/2023,AMAZON MARKETPLACE NA PA,11.55
6/14/2023,AMAZON MARKETPLACE NA PA,4.99
6/14/2023,AMAZON MARKETPLACE NA PA,7.05
6/14/2023,LYFT *2 AIDES 06-13 0000,12.36
6/14/2023,AMAZON MARKETPLACE NA PA,16.04
6/14/2023,AplPay MCDONALD&apos;S F28730 000000000627387,15.06
6/15/2023,AMAZON.COM,6.59
6/15/2023,AplPay TRADER JOE S #772 000000772,16.75
6/15/2023,AplPay DUNKIN #302456 3024,5.33
6/17/2023,LYFT *3 AIDES 06-15 0000,20.49
6/18/2023,LYFT *1 AIDE 06-17 0000,25.2
6/20/2023,COBB DOWNTOWN 16 RESTAURA 000000120,43.85
6/20/2023,COBB DOWNTOWN 16 RESTAURA 000000120,9.63
6/20/2023,AplPay WHOLEFDS PGA 10188 000010188,9.21
6/20/2023,LYFT *2 RIDES 06-19 0000,16.97
6/21/2023,AplPay PUBLIX,10.33
6/21/2023,TROPICAL FARMERS MARKE,8.07
6/21/2023,TAOPICAL FARMERS MARKE,0.99
6/22/2023,LYFT *2 RIDES 06-20 0000,17.82
