Date,Description,Amount
8/17/2025,AplPay ALDI 77013 77LAKE PARK           FL,13.26
8/14/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,2.71
8/14/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,121.52
8/12/2025,AplPay ALDI 77013 77LAKE PARK           FL,6.46
8/10/2025,AplPay NYX=PRIMO WATHUNT VALLEY         MD,0.7
8/10/2025,AplPay NYX=PRIMO WATHUNT VALLEY         MD,0.7
8/10/2025,AplPay NYX=PRIMO WATHUNT VALLEY         MD,0.7
8/10/2025,AplPay ROSS STORES #PALM BCH GDNS       FL,-28.87
8/7/2025,AplPay ALDI 77013 77LAKE PARK           FL,12.27
8/1/2025,AplPay ALDI 77013 77LAKE PARK           FL,24.61
8/1/2025,AplPay NYX=PRIMO WATHUNT VALLEY         MD,0.7
8/1/2025,AplPay NYX=PRIMO WATHUNT VALLEY         MD,0.7
8/1/2025,AplPay PUBLIX       WEST PALM BEACH     FL,11.54
8/1/2025,AplPay PUBLIX #2021 PALM BEACH GA       FL,11.88
7/31/2025,AplPay ALDI 77051 77JUPITER             FL,6.57
7/31/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,46.43
7/29/2025,AplPay ALDI 77051 77JUPITER             FL,3.64
7/27/2025,AplPay ALDI 77013 77LAKE PARK           FL,7.54
7/27/2025,AplPay PUBLIX #2021 PALM BEACH GA       FL,8.11
7/26/2025,AplPay ALDI 77019 77LAKE WORTH          FL,20.62
7/23/2025,MOBILE PAYMENT - THANK YOU,-261.06
7/22/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,6.01
7/22/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,12.73
7/22/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,14.28
7/22/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,20.34
7/22/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,80.9
7/17/2025,RENEWAL MEMBERSHIP FEE,95
7/16/2025,AplPay ALDI 77013 77LAKE PARK           FL,7.79
7/15/2025,AplPay BURLINGTON STWEST PALM BEA       FL,20.31
7/15/2025,AplPay CLAIRES 0696 WEST PALM BEA       FL,5.35
7/15/2025,AplPay ROSS STORES #W PALM BEACH        FL,28.87
7/15/2025,AplPay SBARRO PALM BWEST PALM BEA       FL,23.49
7/14/2025,AplPay NYX=PRIMO WATHUNT VALLEY         MD,0.7
7/14/2025,AplPay NYX=PRIMO WATHUNT VALLEY         MD,0.7
7/11/2025,AplPay PUBLIX       PALM BEACH GARDENS  FL,4.69
7/11/2025,AplPay TARGET       LAKE PARK           FL,27.17
7/10/2025,AplPay FOODTOWN 0000WEST PALM BEACH     FL,3.4
7/9/2025,AplPay SHEIN.COM 000NEW YORK            NY,33.3
7/9/2025,MOBILE PAYMENT - THANK YOU,-746.82
7/8/2025,AplPay PUBLIX #1810 ORLANDO             FL,10.29
7/1/2025,AplPay ALDI 77013 77LAKE PARK           FL,3.93
6/29/2025,AplPay PUBLIX #2021 PALM BEACH GA       FL,18.09
6/28/2025,AplPay ALDI 77013 77LAKE PARK           FL,11.39
6/24/2025,AplPay FORMULA-APP.CDOVER               DE,59.99
6/21/2025,AplPay ALDI 77013 77LAKE PARK           FL,7.67
6/21/2025,AplPay FOODTOWN 0000WEST PALM BEACH     FL,49.18
6/20/2025,AplPay ALDI 77051 77JUPITER             FL,7.58
6/20/2025,AplPay PUBLIX #2021 PALM BEACH GA       FL,4.69
6/19/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,23.42
6/19/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,30.39
6/19/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,31.78
6/18/2025,AplPay TROPICAL FARMWEST PALM BEA       FL,4.41
6/16/2025,AplPay ALDI 77013 77LAKE PARK           FL,24.1
6/16/2025,AplPay PUBLIX #2021 PALM BEACH GA       FL,6.09
6/13/2025,AplPay ALDI 77080 77WEST PALM BEA       FL,2.75
6/12/2025,ONLINE PAYMENT - THANK YOU,-171.1
6/6/2025,AplPay ALDI 77013 77LAKE PARK           FL,12.83
6/6/2025,AplPay PUBLIX       JUPITER             FL,3.89
6/5/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,67.62
6/4/2025,AplPay ALDI 77013 77LAKE PARK           FL,9.57
6/4/2025,ONLINE PAYMENT - THANK YOU,-300
6/3/2025,MOBILE PAYMENT - THANK YOU,-100
6/2/2025,AplPay DOLLARTREE 00NORTH PALM BE       FL,2.94
5/30/2025,AplPay PUBLIX       WEST PALM BEACH     FL,75
5/29/2025,AplPay DOLLAR TREE 0LAKE PARK           FL,2.68
5/29/2025,AplPay NYX=PRIMO WATHUNT VALLEY         MD,0.7
5/29/2025,AplPay PUBLIX #2021 PALM BEACH GA       FL,13.2
5/28/2025,AplPay ALDI 77013 77LAKE PARK           FL,10.08
5/28/2025,WILLOW TV           MOUNTAIN VIEW       CA,9.99
5/25/2025,AplPay DOLLAR GENERAKISSIMMEE           FL,3.23
5/25/2025,AplPay NYX=PRIMO WATHUNT VALLEY         MD,0.6
5/22/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,13.1
5/22/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,16.17
5/22/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,17.82
5/22/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,30.81
5/22/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,143.44
5/19/2025,AplPay ALDI 77013 77LAKE PARK           FL,19.14
5/16/2025,AplPay SBARRO PALM BWEST PALM BEA       FL,8.55
5/15/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,45.37
5/10/2025,AplPay PUBLIX #2021 PALM BEACH GA       FL,10.29
5/9/2025,AplPay ALDI 77013 77LAKE PARK           FL,11.4
5/7/2025,AplPay ALDI 77013 77LAKE PARK           FL,22.1
5/4/2025,AplPay FOODTOWN 0000WEST PALM BEACH     FL,30.91
5/1/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,90.09
4/28/2025,AplPay ALDI 77013 77LAKE PARK           FL,1.99
4/28/2025,WILLOW TV           MOUNTAIN VIEW       CA,9.99
4/25/2025,AplPay ALDI 77013 77LAKE PARK           FL,11.15
4/25/2025,AplPay PUBLIX       WEST PALM BEACH     FL,10.29
4/25/2025,ONLINE PAYMENT - THANK YOU,-103.15
4/21/2025,AplPay ALDI 77013 77LAKE PARK           FL,18.46
4/20/2025,AplPay FOODTOWN OF NWEST PALM BEACH     FL,21.81
4/16/2025,ADJ REDIST PURCHASE BAL,-200
4/16/2025,DR ADJ REDIST PURCH PRIN,200
4/10/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,19.49
4/10/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,22.62
4/10/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,54.14
4/9/2025,AplPay PUBLIX       WEST PALM BEACH     FL,17.31
4/9/2025,AplPay PUBLIX       WEST PALM BEACH     FL,25
4/9/2025,YOUR CASH REWARD/REFUND IS,-200
4/8/2025,AplPay ALDI 77013 77LAKE PARK           FL,11.29
4/3/2025,AplPay ROSS STORES #PALM BCH GDNS       FL,9.62
4/1/2025,AplPay ALDI 77013 77LAKE PARK           FL,7.49
3/30/2025,AplPay ALDI 77013 77LAKE PARK           FL,2.45
3/29/2025,WILLOW TV           MOUNTAIN VIEW       CA,9.99
3/28/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,69.27
3/27/2025,AMAZON MARKEPLACE NA PA,11.76
3/26/2025,AMAZON MARKETPLACE NAMZN.COM/BILL       WA,-7.48
3/26/2025,AplPay PUBLIX       WEST PALM BEACH     FL,30
3/24/2025,AplPay ALDI 77013 77LAKE PARK           FL,11.71
3/24/2025,WAL-MART SUPERCENTERLAKE PARK           FL,4.63
3/20/2025,AplPay ALDI 77013 77LAKE PARK           FL,19.33
3/19/2025,ONLINE PAYMENT - THANK YOU,-541.27
3/18/2025,AplPay ALDI 77013 77LAKE PARK           FL,8.63
3/13/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,45.85
3/13/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,79.51
3/12/2025,AplPay ALDI 77013 77LAKE PARK           FL,3.72
3/11/2025,AplPay RESTAURANT DERIVIERA BEACH       FL,21.95
3/10/2025,ONLINE PAYMENT - THANK YOU,-1153.13
3/7/2025,AplPay ALDI 77013 77LAKE PARK           FL,16.09
3/5/2025,AplPay PUBLIX       WEST PALM BEACH     FL,50
3/4/2025,AplPay TARGET       LAKE PARK           FL,7.81
3/1/2025,AMAZON MARKEPLACE NA PA,7.48
2/28/2025,AplPay ALDI 77013 77LAKE PARK           FL,9.18
2/26/2025,MOBILE PAYMENT - THANK YOU,-198.51
2/24/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,2.99
2/24/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,3.99
2/24/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,19.15
2/24/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,41.58
2/24/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,51.41
2/21/2025,AplPay ALDI 77013 77LAKE PARK           FL,7.61
2/17/2025,AplPay ALDI 77013 77LAKE PARK           FL,14.44
2/8/2025,AplPay ALDI 77013 00LAKE PARK           FL,8.91
2/6/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,41.06
2/6/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,76.44
2/5/2025,AplPay ALDI 77013 00LAKE PARK           FL,3.86
2/5/2025,MOBILE PAYMENT - THANK YOU,-198.51
2/4/2025,AplPay ALDI 77013 00LAKE PARK           FL,18.02
2/3/2025,AplPay ALDI 77013 00LAKE PARK           FL,5.14
1/25/2025,AplPay ALDI 77013 00LAKE PARK           FL,21.25
1/23/2025,AplPay SPICE OF INDIWEST PALM BEA       FL,57.25
1/20/2025,AplPay PUBLIX       WEST PALM BEACH     FL,34.65
1/18/2025,AplPay FOODTOWN OF NWEST PALM BEACH     FL,6.28
1/18/2025,AplPay FOODTOWN OF NWEST PALM BEACH     FL,134.36
1/14/2025,AplPay ALDI 77013 00LAKE PARK           FL,14.18
1/10/2025,AplPay FOODTOWN OF NWEST PALM BEACH     FL,27.87
1/9/2025,AplPay PUBLIX       WEST PALM BEACH     FL,223
1/8/2025,AplPay ALDI 77013 00LAKE PARK           FL,2.91
1/3/2025,AplPay ALDI 77013 00LAKE PARK           FL,16.12
1/2/2025,AplPay ALDI 77013 00LAKE PARK           FL,2.85
